ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Corpus_Reference,Sense_IDs,alt_translation1
XV000689,Daakaka,saka nan téétase ngok or tuswa,saka	na	-n	téé	-tase	ngok	or	tuswa,$mod.neg	$1sg	-$neg.pot	look	-again	$2sg	place	one,I shall not see you anywhere,,,,,SN001170,
XV000690,Daakaka,"tomo nge to liye mees tuswa, yam vyan gyes gyes vyan te","tomo	nge	to	liye	mees	tuswa,	ya	-m	vyan	gyes	gyes	vyan	te",rat	$3sg	$neg.real	take	food	one	$3pl	-$real	go	work	work	go	$disc,"The rat did not bring any food, they went to work",,,,,SN001763,
XV000691,Daakaka,kyun te tomo amun mwe luk kyun sikya yene,kyun	te	tomo	am	-un	mwe	luk	kyun	sikya	yene,just	$disc	rat	beard	-3s.poss	$real	grow	just	touch	now,And so rats grow whiskers to this day.,,,,,SN000023,
XV000692,Daakaka,"sipa, sok yaapu mwe me tetes mon","sipa,	sok	yaapu	mwe	me	tetes	mon",thank.you	$1sg.poss	big.man	$real	come	again	also,"thank you, my husband has come again",,,,,SN000983,
XV000693,Daakaka,vyaven to sóró yem ka yep kuoli vyan teenem,vyaven	to	sóró	ye	-m	ka	ye	-p	kuoli	vyan	teenem,woman	$neg.real	talk	$3d	-$real	say	$3d	-$pot	return	go	home,"the woman did not speak, they were going back home",,,,,SN001993,
XV000694,Daakaka,te usi ka: vyanten swa san is sa Reprepmalao to pwer atak?,te	usi	ka:	vyanten	swa	san	is	sa	Reprepmalao	to	pwer	a	-tak?,$disc	ask	say	man	one	$3sg.poss	name	$top	$name	$neg.real	stay	$loc.dem	-$dem.prox,"he asked: a man, his name is Reprepmalao, does he not live here?",,,,,SN001534,
XV000695,Daakaka,"mwe pyaos vyan ka te vyan or te timyan temeli ente, Reprepmalao, bwe me etes","mwe	pyaos	vyan	ka	te	vyan	or	te	timy	-an	temeli	ente,	Reprepmalao,	bwe	me	etes",$real	row	go	$mod	$disc	go	shore	$disc	father.of	-$3sg.poss	kid	this	$name	$cont	come	at.the.sea,"he rowed again, when he came to the shore, the father of this boy, of Reprepmalao, came to the sea",,,,,SN001171,
XV000696,Daakaka,sye kevene nyoo sa mwe naknak tak mo nok,sye	kevene	nyoo	sa	mwe	naknak	tak	mo	nok,something	every	$3pl	$top	$real	ready	$dem.prox	$real	finish,all these things are ready here,,,,,SN001546,
XV000697,Daakaka,yem me teenem te yaapu an te pwer yen or to kuowilye na yem me teenem,ye	-m	me	teenem	te	yaapu	an	te	pwer	yen	or	to	kuowilye	na	ye	-m	me	teenem,$3d	-$real	come	home	$disc	big.man	$def	$disc	stay	in	bush	$neg.real	know	$comp	$3d	-$real	come	home,"they went to the house, the man was in the bush, he did not know that they came to the house",,,,,SN001169,
XV000698,Daakaka,sóróusian mwe usili vyap myató swa myane mebyun swa,sóróusi	-an	mwe	usili	vyap	myató	swa	myane	meby	-un	swa,talk	-$3sg.poss	$real	follow	old.woman	old	one	with	grandchild	-3s.poss	one,the story is about an old woman and her grandchild,,,,,SN001534,
XV000699,Daakaka,temweli myane san tuutu vyaven yem ongane koliran te,temeli	myane	san	tuutu	vyaven	ye	-m	ongane	kolir	-an	te,child	with	$3sg.poss	grandparent	woman	$3d	-$real	hear	sing	-$nm	$disc,the boy and his grandmother heard the singing and,,,,,SN001028 ; SN001162,
XV000700,Daakaka,"mwi baséé sa mo kuowilye ka we ka, ma sóró myane vyanten","mw-	i	baséé	sa	mo	kuowilye	ka	we	ka,	ma	sóró	myane	vyanten",$real-	$cop	bird	$top	$real	know	$mod	$pot	say	$real	talk	with	man,"it's a bird which can talk, it talks to people.",,,,,SN001028,
XV000701,Daakaka,Sóróusian swa mwe usili seebwiyo ten tomo,Sóróusi	-an	swa	mwe	usili	seebwiyo	ten	tomo,talk	-$3sg.poss	one	$real	follow	kingfisher	and	rat,A story which is about the kingfisher and the rat.,,,,,SN001916,
XV000702,Daakaka,te yem esi vilye kekei swa pwer mwe gete,te	ye	-m	esi	vilye	kekei	swa	pwer	mwe	ge	-te,$disc	$3d	-$real	see	island	small	one	stay	$real	like	-$dem.md,Then they saw a small island (which was there like this),,,,,SN000448 ; SN000596,
XV000703,Daakaka,te yem dimyane ka ye-p vyan myane saya apyaló ten tuswa.,te	ye	-m	dimyane	ka	ye	-p	vyan	myane	s-	aya	apyaló	ten	tuswa.,$disc	$3d	-$real	want	$mod	$3d	-$pot	go	with	$cl3-	$3d.poss	ship	native	one,So they wanted to go in a canoe.,,,,,SN001830 ; SN002128,
XV000704,Daakaka,yem du saa vyan saa vyan te mwe en tetes.,ye	-m	du	saa	vyan	saa	vyan	te	mwe	en	tetes.,$3d	-$real	stay	float	go	float	go	$disc	$real	eat	again,They kept floating on and on and he ate again.,,,,,SN001982,
XV000705,Daakaka,"tomo mwe saasaa yan wotop an vi ente vyan te vyan esi bimesyu, bimesyu swa","tomo	mwe	saasaa	yan	wotop	an	vi	ente	vyan	te	vyan	esi	bimesyu,	bimesyu	swa",rat	$real	move	at	breadfruit	$3sg.poss	white.man	this	go	$disc	go	see	shark	shark	one,Rat was clinging to the pawpaw and then he saw a shark.,,,,,SN000127,
XV000706,Daakaka,"Mwe ka, ee, to wese ka nan liye ngok","Mwe	ka,	ee,	to	wese	ka	na	-n	liye	ngok",$real	say	no	$neg.real	enough	$mod	$1sg	-$neg.pot	take	$2sg,"He said: No, I can't carry you.",,,,,SN001054 ; SN001056,
XV000707,Daakaka,na to demyan ka nan tas yan madum,na	to	demyane	ka	na	-n	tas	yan	mad	-um,$1sg	$neg.real	wantem	$mod	$1sg	-$neg.pot	sit	at	back	-2s.poss,I don't want to sit on your back.,,,,,SN001054 ; SN001056,
XV000708,Daakaka,"polo pwer yan lee te ka: yevyo, yevyo, tangtang yan batom","polo	pwer	yan	lee	te	ka:	yevyo,	yevyo,	tangtang	yan	bat	-om",climb	stay	at	tree	$disc	say	turtle	turtle	hermit.crab	at	head	-$2sg.poss,"he climbed onto a tree and said: turtle, turtle, touch your head.",,,,,SN000096,
XV000709,Daakaka,nam dimye ente kyun mwi seli ane na vyanten mwe wuor,na	-m	dimye	en	-te	kyun	mw-	i	seli	ane	na	vyanten	mwe	wuor,$1sg	-$real	think	$dem	-$dem.md	just	$real-	$cop	road	$trans	$comp	man	$real	taboo,I think this is the way of how people are taboo,,,,,SN001056,
XV000710,Daakaka,vilye syan an ka we me tilya san vyanten nyoo,vilye	syan	an	ka	we	me	tilya	san	vyanten	nyoo,place	other	$def	$mod	$pot	come	take	$3sg.poss	man	$3pl,The other village will bring their men,,,,,SN000875,
XV000711,Daakaka,mebyuneli mwe ongane mwe sanga kyun te mwe poo usili vityop ane maya em,meby	-un	-eli	mwe	ongane	mwe	sanga	kyun	te	mwe	poo	usili	vityop	ane	maya	em,grandchild	-3s.poss	-$dim	$real	hear	$real	bad	just	$disc	$real	climb	follow	roof	$trans	$3d.poss	house,her grandson felt bad and he climbed onto the roof of their house.,,,,,SN001916,
XV000712,Daakaka,mwe nyurnyur usili vyan te ka na an barar mwe dyanga,mwe	dup4-	nyur	usili	vyan	te	ka	na	an	barar	mwe	dyanga,$real	$redup-	think	follow	go	$disc	$mod	$comp	$3sg.poss	pig	$real	lack,"He thought about it for a while, but he didn't have pigs.",,,,,SN001916,
XV000713,Daakaka,tamadu sa buluwu an sa bwe bistuwo atak,tamadu	sa	buluwu	an	sa	bwe	bistuwo	a	-tak,tamadu	$top	hole	$def	$top	$cont	middle	$loc.dem	-$dem.prox,The hole of the tamadu is here in the middle.,,,,,SN000134,
XV000714,Daakaka,tis swa san is sa aatawa,tis	swa	s-	an	is	sa	aatawa,drawing	one	$cl3-	$3sg.poss	name	$top	aatawa,a drawing called `aatawa',,,,,SN000009,
XV000715,Daakaka,"mo nok kyun te, awes mwi aua swa na meerin yap myató nyoo yat ka yap gene vislee","mo	nok	kyun	te,	awes	mw-	i	aua	swa	na	meerin	yap	myató	nyoo	ya	-t	ka	ya	-p	gene	vislee",$real	finish	after	$disc	liana	$real-	$cop	rope	one	$comp	long.time	old.man	old	$3pl	$3pl	-$past	say	$3pl	-$pot	make	bow.and.arrow,"So, the awes is a vine which they used to make arrows long ago.",,,,,SN000063,
XV000716,Daakaka,te tevesye mwi ló yam sungane yam sungane vyan yen atuwo,te	tevesye	mw-	i	ló	ya	-m	sung	-ane	ya	-m	sung	-ane	vyan	yen	atuwo,$disc	on.other.side	$real-	$cop	two	$3pl	-$real	put.into	-$trans	$3pl	-$real	put.into	-$trans	go	in	bag,so it has two halves and they put them into a basket,,,,,SN000057,
XV000717,Daakaka,vilye na yem du te yem du baa tevyan mur tan na ló tak,vilye	na	ye	-m	du	te	ye	-m	du	baa	tevy	-an	mur	tan	na	ló	tak,place	$comp	$3d	-$real	stay	$disc	$3d	-$real	stay	fight	side.of	-$3sg.poss	piece	ground	$comp	two	$dem.prox,"the place where they lived, they were fighting about these two pieces of land.",,,,,SN000067,
XV000718,Daakaka,mwe getak te mwe me lingsene ebyaon mwe du yen borsyuk nyoo,mwe	ge	-tak	te	mwe	me	lingsene	ebyaon	mwe	du	yen	borsyuk	nyoo,$real	like	-$dem.prox	$disc	$real	come	hide.sth	wing	$real	stay	in	rubbish.heap	$3pl,"like this, then he came and hid her wings in a rubbish heap.",,,,,SN000162,
XV000719,Daakaka,yem vyan teenem te ma tilya ebyaon te lingsene vyan yen bototo,ye	-m	vyan	teenem	te	ma	tilya	ebya	-on	te	lingsene	vyan	yen	bototo,$3d	-$real	go	home	$disc	$real	take	wing	-$3sg.poss	$disc	hide.sth	go	in	abandoned.field,"they went home, and took the wings and hid them in an old garden.",,,,,SN000172,
XV000720,Daakaka,ka kop téé yan bwee dangdang ente te ko mwesi ma ge myane yesukuo ma lingi mwi bii du ne,ka	ko	-p	téé	yan	bwee	dangdang	en	-te	te	ko	mw-	esi	ma	ge	myane	yesukuo	ma	lingi	mw-	i	bii	du	ne,$mod	$2sg	-$pot	look	on	container	cocoon	$dem	-$dem.md	$disc	$2sg	$real-	see	$real	be.like	with	leaves	$real	put	$real-	$cop	stick	stay	$trans,"And when you look at this cocoon, it looks like leaves are sticking to it",,,,,SN000119,
XV000721,Daakaka,Barar ente mwe me i towo te vyap myató ente ma lingi barar ente yen biyep.,Barar	ente	mwe	me	i	towo	te	vyap	myató	ente	ma	lingi	barar	ente	yen	biyep.,pig	this	$real	come	$cop	big	$disc	old.woman	old	this	$real	put	pig	this	in	fence,This pig became big and then the venerable woman put it into a pen.,,,,,SN000141 ; SN000782,
XV000722,Daakaka,A yaapu mwe me esi na sa to i naten,A	yaapu	mwe	me	esi	na	sa	to	i	nat	-en,and	big.man	$real	come	see	$comp	$top	$neg.real	$cop	child	-$3sg.poss,And the man saw that it wasn't his child.,,,,,SN002128,
XV000723,Daakaka,Ka te pwe sensene ti kitak te bungse buon,Ka	te	pwe	dup3-	sene	t-	i	ki	-tak	te	bungse	bu	-on,$mod	$past	$cont	$redup-	hook	$past-	$cop	like	-$dem.prox	$disc	smell	smell	-$3sg.poss,"When she was tugging them like this, she smelled the stink.",,,,,SN000204,
XV000724,Daakaka,te webung swa ma ka we vyan te an vis,te	webung	swa	ma	ka	we	vyan	te	an	vis,$disc	day	one	$real	say	$pot	go	cut	$3sg.poss	banana,Then one day he wanted to go and cut down the bananas,,,,,SN001534,
XV000725,Daakaka,yam gene bwii an swa mwi san vyaven nyoo seaa,ya	-m	gene	bwii	an	swa	mw-	i	s-	an	vyaven	nyoo	seaa,$3pl	-$real	make	say.grace	$nm.inf	one	$real-	$cop	$cl3-	$al.p	woman	$3pl	$res.every,held a prayer,,,,,SN001127,
XV000726,Daakaka,ka bwii an te vyan te nok te yam en sukuo ka te nok te vyaven nyoo yam kolir gene bangbang an mwe pwis,ka	bwii	an	te	vyan	te	nok	te	ya	-m	en	sukuo	ka	te	nok	te	vyaven	nyoo	ya	-m	kolir	gene	bangbang	an	mwe	pwis,$mod	say.grace	$nm.inf	$past	go	$past	finish	$disc	$3pl	-$real	eat	be.together	$mod	$past	finish	$disc	woman	$3pl	$3pl	-$real	sing	make	play	$nm.inf	$real	be.plentiful,"When the prayer had ended and they had eaten together, the women sang and spent time with many leisure activities.",,,,,SN000262,
XV000727,Daakaka,Wuoswa yam duru byun,Wuoswa	ya	-m	du-ru	by	-un,some	$3pl	-$real	$redup-stay	body	-$3sg.poss,Some live in the depths,,,,,SN000295,
XV000728,Daakaka,na wenen myane ngok laswan,na	we	-n	-en	myane	ngok	laswan,$1sg	$pot	-$neg.$pot	eat	with	$2sg	last,I will eat with you for the last time.,,,,,SN000733,
XV000729,Daakaka,apas na mo an mwi timyan,apas	na	mo	an	mw-	i	timy	-an,pig.post	$att	first	$nm	$real-	$cop	father.of	-$nm,The first tree for fastening a pig is for her father,,,,,SN000044 ; SN000975,
XV000730,Daakaka,Bili na sa yam gene mwi mo te ti san vyap myat'o nyoo,Bili	na	sa	ya	-m	gene	mw-	i	mo	te	t-	i	s-	an	vyap	myat'o	nyoo,time	$comp	$top	$3pl	-$real	make	$real-	$cop	$real	$disc	$dist-	$cop	$cl3-	$3sg.$poss	old.woman	right	$3pl,"When they first made it, it belonged to the women.",,,,,SN000975 ; SN001594,
XV000731,Daakaka,Te nge ma tinyo mo ne nye vyan to,Te	nge	ma	tinyo	mo	ne	nye	vyan	to,$disc	$3sg	$real	stand	first	$trans	$1sg	go	later,And he was before me and I went behind,,,,,SN000975 ; SN001751 ; SN001765,
XV000732,Daakaka,or mwi pepelyen,or	mw-	i	dup2-	pelyen,place	$real-	$cop	$redup-	tomorrow,It is morning.,,,,,SN001213,
XV000733,Daakaka,"or te pwe yuop pepelyen meerin te kom esi ma punguo, mwi misyu swa ma punguo me milye arte","or	te	pwe	yuop	dup2-	pelyen	meerin	te	ko	-m	esi	ma	punguo,	mw-	i	misyu	swa	ma	punguo	me	milye	ar	-te",place	$dist	$cont	be.dawn	$redup-	tomorrow	long.time	$disc	$2sg	-$real	see	$real	go.up	$real-	$cop	star	one	$real	go.up	come	on.top	place	-$medial,"when it's dawn very early you can see it go up, it's a star that goes up over there",,,,,SN001213 ; SN001274,
XV000734,Daakaka,webung na pelyen ka ya wet veskuwu ngur,webung	na	pelyen	ka	ya	wet	ves	-kuwu	ngur,day	$att	tomorrow	$mod	$3pl	only.then	step	-$res.$out	palm.leaf.fence,on the next day they will kick in the fence,,,,,SN001208 ; SN001931,
XV000735,Daakaka,"pyan em ane san kuokuo an or mwe pyangpyang kyun pwer, to wese meas ne ate taem tuswa, tevyan mwe saa pwer milye","pyan	em	ane	san	kuokuo	an	or	mwe	dup4-	pyang	kyun	pwer,	to	wese	meas	ne	ate	taem	tuswa,	tevy	-an	mwe	saa	pwer	milye",under	house	$trans	$3sg.$poss	shut	$nm	place	$real	$redup-	hot	just	stay	$neg.$real	enough	cold	$neg.$pot	bite	time	one	side.of	-$3sg.$poss	$real	hang	stay	on.top,"inside its cocoon, it's warm, it can never be cold, because it hangs up high",,,,,SN001315 ; SN001345,
XV000736,Daakaka,"kinyem vyan, punguo vyan yan wap vyan pyan em","kinye	-m	vyan,	punguo	vyan	yan	wap	vyan	pyan	em",$1pl.$ex	-$real	go	go.up	go	on	cave	go	under	house,"We went, we went up to the cave, and went inside.",,,,,SN001274 ; SN001315,
XV000737,Daakaka,"te vyanten nyoo ente yam t'e'e vyan etes, te esi na tes mwe myas","te	vyanten	nyoo	ente	ya	-m	t'e'e	vyan	etes,	te	esi	na	tes	mwe	myas",$disc	man	$3pl	this	$3pl	-$real	look	go	at.the.sea	$disc	see	$comp	sea	$real	dry,then the men looked to the sea and they saw that the tide was low.,,,,,SN001057,
XV000738,Daakaka,nam dimyane ten ka nap syokuwu ekaakaa na boyep mwe sesear ane.,na	-m	dimyane	ten	ka	na	-p	syo	-kuwu	ekaakaa	na	boyep	mwe	sesear	ane.,$1sg	-$real	want	very	$mod	$1sg	-$pot	take	-$res.$out	clothes	$comp	pheasant.dove	$real	wear	$trans,"As for me, I will hide there, I really want to take the clothes which Dove wears.",,,,,SN000178 ; SN001057 ; SN001565,
XV000739,Daakaka,ekaakaa,e-kaa-kaa,$instr-$redup-wear,clothes,,,,,SN000389,
XV000740,Daakaka,egiikii,e-gii-kii,$instr-$redup-grind,key,,,,,SN000389,
XV000741,Daakaka,etastas,e-tas-tas,$instr-$redup-sit,chair,,,,,SN000389,
XV000742,Daakaka,bwe 'ote eya taem kevene tevyan na yuon mwe pyane,bwe	'ote	eya	taem	kevene	tevy	-an	na	yu	-on	mwe	pyane,$cont	hunt	white-eye	time	every	side.of	-$3sg.$poss	$comp	feeling	-$3sg.$poss	$real	roast,He chases White-eye every time because he is mad at him,,,,,SN001610,
XV000743,Daakaka,ye mwesi na ka we pwer yen taem na ka mees ka we du,ye	mw-	esi	na	ka	we	pwer	yen	taem	na	ka	mees	ka	we	du,$3d	$real-	see	$comp	$mod	$pot	stay	in	time	$comp	$mod	food	$mod	$pot	stay,They see to it that it will be in a period in which there is food,,,,,SN001609,
XV000744,Daakaka,"unites, taem an mwe pwer a bung ti miyaa ebyate te pwe tavya te taem ane unites","unites,	taem	an	mwe	pwer	a	bung	t-	i	miyaa	ebyate	te	pwe	tavya	te	taem	ane	unites",rock.lobster	time	$def	$real	stay	and	moon	$dist-	$cop	shine	moon	$dist	$cont	get.up	$disc	time	$trans	rock.lobster,"The rock lobster, it has its time. When the moon shines when the moon is rising then is the time of the rock lobster.",,,,,SN001594 ; SN001609 ; SN001906,
XV000745,Daakaka,"Mwe ka, 'e'e, to wese ka nan liye ngok","Mwe	ka,	'e'e,	to	wese	ka	na	-n	liye	ngok",$real	say	no	$neg.$real	enough	$comp	$1sg	-$neg.$pot	take	$2sg,"He said: No, I can't carry you.",,,,,SN000566,
XV000746,Daakaka,nye nam kuowilye ka na vyan tiye suwuk kyun,nye	na	-m	kuowilye	ka	na	vyan	tiye	suw	-uk	kyun,$1sg	$1sg	-$real	know	$mod	$1sg	go	kill	$ref.$pron	-$1sg.$poss	just,but I can beat him by myself,,,,,SN001532,
XV000747,Daakaka,vyanten swa mwe pwerpwer suwun yen d'o'or,vyanten	swa	mwe	dup4-	pwer	suw	-un	yen	d'o'or,man	one	$real	$redup-	stay	$ref.$pron	-$3sg.poss	in	dark.bush,A man lived in the bush by himself,,,,,SN001532,
XV000748,Daakaka,"vyae tevesye mwi l'o ma giye, yam vyate, yam sene mwi em, yam ger kyu em ane","vyae	teve	-sye	mw-	i	l'o	ma	giye,	ya	-m	vyate,	ya	-m	sene	mw-	i	em,	ya	-m	ger	kyu	em	ane",tear	side.of	-$3sg.$poss	$real-	$cop	two	$real	like.this	$3pl	-$real	weave	$3pl	-$real	hook	$real-	$cop	house	$3pl	-$real	cover	surround	house	with,"They tear it into two equal halfs, they weave it, they fasten them to make a house, they make the walls of a house out of it,",,,,,SN000034,
XV000749,Daakaka,"esetye mwe pwer te vyanten ma liye me, ma mu kuowilye na mwe tewes syuksyuk ane mwi etewes","ese	-tye	mwe	pwer	te	vyanten	ma	liye	me,	ma	mu	kuowilye	na	mwe	tewes	syuksyuk	ane	mw-	i	etewes",fruit.branch	-of.it	$real	stay	$disc	man	$real	take	come	$real	$real	know	$comp	$real	sweep	rubbish	with	$real-	$cop	broom,it contains the branches to which the coconuts were attached and people take it and one can sweep away rubbish with it as a broom.,,,,,SN000034,
XV000750,Daakaka,kom syepwesa livis te ko mwesi bwe ne livis,ko	-m	sye	-p	-wesa	livis	te	ko	mw-	esi	bwe	ne	livis,$2sg	-$real	cut	-$ep	-clean	banana.plant	$disc	$2sg	$real-	see	$cont	$trans	banana.plant,You cut off the dead leaves of a banana and you see it on the banana plant.,,,,,SN002052,
XV000751,Daakaka,yem tinyo du wedewer ane wye na yem lyung ane,ye	-m	tinyuo	du	wedewer	ane	wye	na	ye	-m	lyung	ane,$3d	-$real	stand	stay	drip	with	water	$comp	$3d	-$real	swim	with,"they were standing there, dripping with the water in which they had swum",,,,,SN002036 ; SN002110,tufala stap stanap i dropdrop long wota we tufala bin swim long hem
XV000752,Daakaka,wye na yem bwe lyung ane bwe tiitii aya,wye	na	ye	-m	bwe	lyung	ane	bwe	tiitii	aya,water	$comp	$3d	-$real	$cont	swim	with	$cont	drip	$3d.poss,the water in which the two had swum was dripping down from them,,,,,SN001736 ; SN002110,wota we tufala i bin swim long hem i stap dropdrop long tufala
XV000753,Daakaka,saya no mwe syokuwu ngir vis swa te sengane myane nya,s-	aya	no	mwe	syo	-kuwu	ngir	vis	swa	te	sengane	myane	nya,$cl3-	$3d.poss	aunt	POSS	take	-$res.out	ring.of	banana	one	$disc	give	with	$3d,their aunt took one ring of bananas and gave it to them,,,,,SN001092 ; SN001562 ; SN001953,anti blong tufala i karemaot wan ring blong banana afta givim long tufala
XV000754,Daakaka,Nam me yan seli eng mu wu vyuluk nyoo te ma sinsinyo ma ge -te.,Na	-m	me	yan	seli	eng	mu	wu	vyul	-uk	nyoo	te	ma	sinsinyo	ma	ge	-te,$1sg	-$real	come	on	way	wind	$real	blow	hair.of	-$1sg.poss	$3pl	$disc	$real	messy	$real	be.like	-$medial,"I was on my way, the wind blew through my hair and now they're messy like this.",,,,,SN002088,"Mi go long rod, win i blu long hea blong mi ale i stap stanap olbaot olsem ia."
XV000755,Daakaka,luw -un mwe ta,luw	-un	mwe	ta,tooth.of	-$3sg	$real	grow.in.bone,its tusks have grown back into the bone,,,,,SN000825,tut blong hem i go fas long bun
XV000756,Daakaka,yaa mwe pyang yan tali os,yaa	mwe	pyang	yan	tali	os,sun	$real	warm	on	after	rain,the sun was warm after the rain,,,,,SN001620,san i hot afta long ren
XV000757,Daakaka,Yen myaek ente te ngok ka kop maa sewe?,Yen	myaek	en	-te	te	ngok	ka	ko	-p	maa	sewe?,in	night	$dem	-$medial	$disc	$2sg	$asr	2SG	-POT	do	what,What are you going to do tonight?,,,,,SN000848,Tede long naet bae yu mekem wanem?
XV000758,Daakaka,"Meri mwe pwe i wua mo nok, bwe myato","Meri	mwe	bwe	i	wua	mo	nok,	bwe	myato",Mary	$real	$cont	$cop	$white.haired	$real	finish	$cont	old,"Mary was already getting gray, she was getting old",,,,,SN002089,"Mary, hea blong hem i stap kam waet finis, hemi stap kam olfala"
XV000759,Daakaka,ka te pwe me mwe save em kekei te mwe kaatevyase gur op ente swa mu mur kyu seli te mur pwer.,ka	te	pwe	me	mwe	save	em	kekei	te	mwe	kaa	-tevyase	gur	op	en	-te	swa	mu	mur	kyu	seli	te	mur	pwer.,$comp	$dist	$cont	come	$real	pass	house	small	$disc	$real	bend	-$res.miss	piece	firewood	$dem	-$medial	one	$real	fall	block	way	$disc	fall	stay,"When he passed by the outhouse, he lost a log of firewood, it fell down on the way and stayed there.",,,,,SN000536 ; SN000567,"taem we hemi pasem klosis, hemi mestem wan pis faiawud ia i fuldaon i stap blokem rod ale hemi fuldaon i stap"
XV000760,Daakaka,ta vyaven,ta	vyaven,chicken	female,hen,,,,,SN001599,woman faol
XV000761,Daakaka,ta man,ta	man,chicken	male,rooster,,,,,SN001599,man faol
